Symbol	RAPdb	MSU	Name
OsG1L3	Os02g0623400	LOC_Os02g41460	ALOG_gene_family
OsG1L4	Os04g0516200	LOC_Os04g43580	ALOG_gene_family
OsG1L5	Os10g0478000	LOC_Os10g33780	ALOG_gene_family
OsG1L6	Os02g0811000	LOC_Os02g56610	ALOG_gene_family
OsG1L7	Os01g0828900	LOC_Os01g61310	ALOG_gene_family
OsG1L8	Os05g0472000	LOC_Os05g39500	ALOG_gene_family
OsG1L9	Os05g0347400	LOC_Os05g28040	ALOG_gene_family
OsGA2ox1	Os05g0158600	LOC_Os05g06670	gibberellins_2-oxidase
OsGA2ox1	Os05g0158600	LOC_Os05g06670	gibberellins_2-oxidase
OsGA2ox10	Os05g0208500|Os05g0208550	LOC_Os05g11810	gibberellins_2-oxidase
OsGA2ox10	Os05g0208500|Os05g0208550	LOC_Os05g11810	gibberellins_2-oxidase
OsGA2ox11	Os04g0123600	LOC_Os04g03360	gibberellins_2-oxidase
OsGA2ox11	Os04g0123600	LOC_Os04g03360	gibberellins_2-oxidase
OsGA2ox2	None	LOC_Os01g22920	gibberellins_2-oxidase
OsGA2ox2	None	LOC_Os01g22920	gibberellins_2-oxidase
OsGA2ox3	Os01g0757200	LOC_Os01g55240	gibberellins_2-oxidase
OsGA2ox3	Os01g0757200	LOC_Os01g55240	gibberellins_2-oxidase
OsGA2ox4	Os05g0514600	LOC_Os05g43880	gibberellins_2-oxidase
OsGA2ox4	Os05g0514600	LOC_Os05g43880	gibberellins_2-oxidase
OsGA2ox5	Os07g0103500	LOC_Os07g01340	gibberellins_2-oxidase
OsGA2ox5	Os07g0103500	LOC_Os07g01340	gibberellins_2-oxidase
OsGA2ox6	Os04g0522500	LOC_Os04g44150	gibberellins_2-oxidase
OsGA2ox6	Os04g0522500	LOC_Os04g44150	gibberellins_2-oxidase
OsGA2ox7	Os01g0209700	LOC_Os01g11150	gibberellins_2-oxidase
OsGA2ox7	Os01g0209700	LOC_Os01g11150	gibberellins_2-oxidase
OsGA2ox8	Os05g0560900	LOC_Os05g48700	gibberellins_2-oxidase
OsGA2ox8	Os05g0560900	LOC_Os05g48700	gibberellins_2-oxidase
OsGA2ox9	Os02g0630300	LOC_Os02g41954	gibberellins_2-oxidase
OsGA2ox9	Os02g0630300	LOC_Os02g41954	gibberellins_2-oxidase
OsGASA1	Os03g0607200	LOC_Os03g41060	GASA_family
OsGASA10	Os10g0115550	LOC_Os10g02625	GASA_family
OsGASA2	Os03g0760800	LOC_Os03g55290	GASA_family
OsGASA3	Os04g0465300	LOC_Os04g39110	GASA_family
OsGASA4	Os05g0376800	LOC_Os05g31280	GASA_family
OsGASA5	Os05g0432200	LOC_Os05g35690	GASA_family
OsGASA6	Os06g0266800	LOC_Os06g15620	GASA_family
OsGASA7	Os06g0729400	LOC_Os06g51320	GASA_family
OsGASA8	Os07g0592000	LOC_Os07g40240	GASA_family
OsGASA9	Os09g0414900	LOC_Os09g24840	GASA_family
OsGATA1	Os01g0745700	LOC_Os01g54210	The_GATA_gene_family
OsGATA10	Os01g0976800	LOC_Os01g74540	The_GATA_gene_family
OsGATA11	Os02g0220400	LOC_Os02g12790	The_GATA_gene_family
OsGATA12	Os03g0831200	LOC_Os03g61570	The_GATA_gene_family
OsGATA13	Os05g0155400	LOC_Os05g06340	The_GATA_gene_family
OsGATA15	Os05g0578900	LOC_Os05g50270	The_GATA_gene_family
OsGATA16	Os06g0571800	LOC_Os06g37450	The_GATA_gene_family
OsGATA17	Os02g0148500	LOC_Os02g05510	The_GATA_gene_family
OsGATA18	Os03g0684000	LOC_Os03g47970	The_GATA_gene_family
OsGATA19	Os03g0734900	LOC_Os03g52450	The_GATA_gene_family
OsGATA2	Os02g0645600	LOC_Os02g43150	The_GATA_gene_family
OsGATA20	Os06g0698900	LOC_Os06g48534	The_GATA_gene_family
OsGATA21	Os04g0544500	LOC_Os04g46020	The_GATA_gene_family
OsGATA22	Os03g0181600	LOC_Os03g08370	The_GATA_gene_family
OsGATA23	Os07g0615900	LOC_Os07g42400	The_GATA_gene_family
OsGATA25	Os12g0624900	LOC_Os12g42970	The_GATA_gene_family
OsGATA27	None	LOC_Os03g03850	The_GATA_gene_family
OsGATA28	Os11g0187200	LOC_Os11g08410	The_GATA_gene_family
OsGATA3	Os02g0806300|Os02g0806400	LOC_Os02g56250	The_GATA_gene_family
OsGATA4	Os03g0145200	LOC_Os03g05160	The_GATA_gene_family
OsGATA5	Os04g0539500	LOC_Os04g45650	The_GATA_gene_family
OsGATA6	Os05g0520300	LOC_Os05g44400	The_GATA_gene_family
OsGATA7	Os10g0557600	LOC_Os10g40810	The_GATA_gene_family
OsGATA8	Os01g0343300	LOC_Os01g24070	The_GATA_gene_family
OsGATA9	Os01g0662800	LOC_Os01g47360	The_GATA_gene_family
OsGB1a	Os03g0392300	LOC_Os03g27450	ADP-ribosylation_factors
OsGB1b	Os07g0620400	LOC_Os07g42820	ADP-ribosylation_factors
OsGDPD1	Os04g0394100	LOC_Os04g32320	Glycerophosphodiester_phosphodiesterases
OsGDPD10	Os04g0472300	LOC_Os04g39610	Glycerophosphodiester_phosphodiesterases
OsGDPD11	Os02g0187400	LOC_Os02g09450	Glycerophosphodiester_phosphodiesterases
OsGDPD12	Os11g0236000	LOC_Os11g12800	Glycerophosphodiester_phosphodiesterases
OsGDPD13	Os09g0339800	LOC_Os09g17000	Glycerophosphodiester_phosphodiesterases
OsGDPD2	Os02g0514500	LOC_Os02g31030	Glycerophosphodiester_phosphodiesterases
OsGDPD3	Os08g0535700	LOC_Os08g42390	Glycerophosphodiester_phosphodiesterases
OsGDPD4	Os01g0763600	LOC_Os01g55780	Glycerophosphodiester_phosphodiesterases
OsGDPD5	Os03g0603600	LOC_Os03g40670	Glycerophosphodiester_phosphodiesterases
OsGDPD6	Os07g0602800	LOC_Os07g41150	Glycerophosphodiester_phosphodiesterases
OsGDPD7	Os12g0456700	LOC_Os12g27102	Glycerophosphodiester_phosphodiesterases
OsGDPD8	Os08g0503200	LOC_Os08g39350	Glycerophosphodiester_phosphodiesterases
OsGDPD9	Os02g0588500	LOC_Os02g37590	Glycerophosphodiester_phosphodiesterases
OsGH3-12	Os11g0186500	LOC_Os11g08340	GH3
OsGH9B10	Os08g0425300	LOC_Os08g32940	OSGH9B
OsGH9B11	Os09g0394300	LOC_Os09g23084	OSGH9B
OsGH9B12	Os05g0129200	LOC_Os05g03840	OSGH9B
OsGH9B13	Os08g0387400	LOC_Os08g29770	OSGH9B
OsGH9B14	Os09g0530200	LOC_Os09g36060	OSGH9B
OsGH9B15|OsGLU14	Os02g0123700	LOC_Os02g03120	OSGH9B
OsGH9B16	Os08g0114200	LOC_Os08g02220	OSGH9B
OsGH9B18	Os02g0778600	LOC_Os02g53820	OSGH9B
OsGH9B2	Os01g0312800	LOC_Os01g21070	OSGH9B
OsGH9B3	Os06g0256900	LOC_Os06g14540	OSGH9B
OsGH9B4	Os04g0443300	LOC_Os04g36610	OSGH9B
OsGH9B5	Os09g0533900	LOC_Os09g36350	OSGH9B
OsGH9B6	Os06g0715300	LOC_Os06g50140	OSGH9B
OsGH9B7	Os02g0151300	LOC_Os02g05744	OSGH9B
OsGH9B8	Os02g0738600	LOC_Os02g50490	OSGH9B
OsGH9B9	Os06g0247900	LOC_Os06g13830	OSGH9B
OsGH9C1	Os04g0674800	LOC_Os04g57860	OSGH9C
OsGH9C2	Os01g0219600	LOC_Os01g12030	OSGH9C
OsGH9C4	Os05g0212300	LOC_Os05g12150	OSGH9C
OsGL1-10	Os10g0545200	LOC_Os10g39810	GL1
OsGL1-11	Os11g0707600	LOC_Os11g48020	GL1
OsGL1-2	Os02g0178800	LOC_Os02g08230	GL1
OsGL1-3	Os06g0653000	LOC_Os06g44300	GL1
OsGL1-5	None	LOC_Os010g3320	GL1
OsGl1-7	Os04g0512200	LOC_Os04g43270	GL1
OsGL1-8	Os07g0101500	LOC_Os07g01150	GL1
OsGL1-9	Os07g0627700	LOC_Os07g43460	GL1
OsGLP1-1	Os01g0249200	LOC_Os01g14670	germin-like_protein
OsGLP1-2	Os01g0284500	LOC_Os01g18170	germin-like_protein
OsGLP1-3	Os01g0705100	LOC_Os01g50900	germin-like_protein
OsGLP1-4	Os01g0952000	LOC_Os01g72290	germin-like_protein
OsGLP1-5	Os01g0952100	LOC_Os01g72300	germin-like_protein
OsGLP11-1	Os11g0537350	LOC_Os11g33110	germin-like_protein
OsGLP12-1	Os12g0154700	LOC_Os12g05840	germin-like_protein
OsGLP12-2	Os12g0154800	LOC_Os12g05860	germin-like_protein
OsGLP12-3	Os12g0154900	LOC_Os12g05870	germin-like_protein
OsGLP12-4	Os12g0155000	LOC_Os12g05880	germin-like_protein
OsGLP2-1	Os02g0491600	LOC_Os02g29000	germin-like_protein
OsGLP2-2	Os02g0491700	LOC_Os02g29010	germin-like_protein
OsGLP2-3	Os02g0491800	LOC_Os02g29020	germin-like_protein
OsGLP2-4	Os02g0532500	LOC_Os02g32980	germin-like_protein
OsGLP3-1	Os03g0179100	LOC_Os03g08150	germin-like_protein
OsGLP3-2	Os03g0651800	LOC_Os03g44880	germin-like_protein
OsGLP3-3	Os03g0693700	LOC_Os03g48750	germin-like_protein
OsGLP3-4	Os03g0693800	LOC_Os03g48760	germin-like_protein
OsGLP3-5	Os03g0693900	LOC_Os03g48770	germin-like_protein
OsGLP3-6	Os03g0694000	LOC_Os03g48780	germin-like_protein
OsGLP3-7	Os03g0804500	LOC_Os03g58980	germin-like_protein
OsGLP3-8	Os03g0804700	LOC_Os03g59010	germin-like_protein
OsGLP3-9	Os03g0804600	LOC_Os03g58990	germin-like_protein
OsGLP4-1	Os04g0617900	LOC_Os04g52720	germin-like_protein
OsGLP5-1	Os05g0197200	LOC_Os05g10830	germin-like_protein
OsGLP5-2	Os05g0277500	LOC_Os05g19670	germin-like_protein
OsGLP8-1	Os08g0188900	LOC_Os08g08920	germin-like_protein
OsGLP8-10	Os08g0189900	LOC_Os08g09060	germin-like_protein
OsGLP8-11	Os08g0190100	LOC_Os08g09080	germin-like_protein
OsGLP8-12	Os08g0231400	LOC_Os08g13440	germin-like_protein
OsGLP8-13	Os08g0459700	LOC_Os08g35750	germin-like_protein
OsGLP8-14	Os08g0460000	LOC_Os08g35760	germin-like_protein
OsGLP8-2	Os08g0189100	LOC_Os08g08960	germin-like_protein
OsGLP8-3	Os08g0189200	LOC_Os08g08970	germin-like_protein
OsGLP8-4	Os08g0189300	LOC_Os08g08980	germin-like_protein
OsGLP8-5	Os08g0189400	LOC_Os08g08990	germin-like_protein
OsGLP8-6	Os08g0189500	LOC_Os08g09000	germin-like_protein
OsGLP8-7	Os08g0189600	LOC_Os08g09010	germin-like_protein
OsGLP8-8	Os08g0189700	LOC_Os08g09020	germin-like_protein
OsGLP8-9	Os08g0189850	LOC_Os08g09040	germin-like_protein
OsGLP9-1	Os09g0568500	LOC_Os09g39510	germin-like_protein
OsGLP9-2	Os09g0568600	LOC_Os09g39520	germin-like_protein
OsGLP9-3	Os09g0568700	LOC_Os09g39530	germin-like_protein
OsGLR1.1	Os09g0431100	LOC_Os09g26144	Glutamate_receptor_like_family
OsGLR1.2	Os09g0431200	LOC_Os09g26160	Glutamate_receptor_like_family
OsGLR1.3	Os06g0190800	LOC_Os06g09130	Glutamate_receptor_like_family
OsGLR1.4	Os02g0787600	LOC_Os02g54640	Glutamate_receptor_like_family
OsGLR2.1	Os09g0429200	LOC_Os09g25980	Glutamate_receptor_like_family
OsGLR2.2	Os09g0429000	LOC_Os09g25960	Glutamate_receptor_like_family
OsGLR2.3	Os09g0429400	LOC_Os09g25990	Glutamate_receptor_like_family
OsGLR2.4	Os09g0429500	LOC_Os09g26000	Glutamate_receptor_like_family
OsGLR3.1	Os04g0585200	LOC_Os04g49570	Glutamate_receptor_like_family
OsGLR3.2	Os02g0117500	LOC_Os02g02540	Glutamate_receptor_like_family
OsGLR3.3	Os06g0680500	LOC_Os06g46670	Glutamate_receptor_like_family
OsGLR3.4	Os07g0103100	LOC_Os07g01310	Glutamate_receptor_like_family
OsGLR3.5	Os06g0155000	LOC_Os06g06130	Glutamate_receptor_like_family
OsGpx1|GPX1|OsGPx01	Os04g0556300	LOC_Os04g46960	OSGPX
OsGpx4|GPX4|OsGPx04	Os06g0185900	LOC_Os06g08670	OSGPX
OsGpx5|GPX5|OsGPx05	Os11g0284900	LOC_Os11g18170	OSGPX
OsGRAM1	Os01g0128800	LOC_Os01g03820	OsGRAM_genes
OsGRAM10	Os02g0313700	LOC_Os02g20970	OsGRAM_genes
OsGRAM11	Os02g0327000	LOC_Os02g22130	OsGRAM_genes
OsGRAM12	Os02g0448400	LOC_Os02g25060	OsGRAM_genes
OsGRAM13	Os02g0605400	LOC_Os02g39280	OsGRAM_genes
OsGRAM14	Os02g0636600	LOC_Os02g42430	OsGRAM_genes
OsGRAM15	Os02g0636700	LOC_Os02g42440	OsGRAM_genes
OsGRAM16	Os02g0640000	LOC_Os02g42710	OsGRAM_genes
OsGRAM17	Os02g0663900	LOC_Os02g44490	OsGRAM_genes
OsGRAM18	Os02g0722450|Os02g0722500	LOC_Os02g49070	OsGRAM_genes
OsGRAM19	Os02g0816000	LOC_Os02g57090	OsGRAM_genes
OsGRAM2	Os01g0242600	LOC_Os01g14050	OsGRAM_genes
OsGRAM20	Os03g0187600	LOC_Os03g08860	OsGRAM_genes
OsGRAM21	Os03g0251600	LOC_Os03g14700	OsGRAM_genes
OsGRAM22	Os03g0652000	LOC_Os03g44890	OsGRAM_genes
OsGRAM23	Os03g0736700	LOC_Os03g52670	OsGRAM_genes
OsGRAM24	Os03g0840800	LOC_Os03g62410	OsGRAM_genes
OsGRAM25	Os04g0472900	LOC_Os04g39680	OsGRAM_genes
OsGRAM26	Os04g0476600	LOC_Os04g40070	OsGRAM_genes
OsGRAM27	Os04g0526800	LOC_Os04g44500	OsGRAM_genes
OsGRAM28	Os04g0527000	LOC_Os04g44510	OsGRAM_genes
OsGRAM29	Os04g0531100	LOC_Os04g44870	OsGRAM_genes
OsGRAM3	Os01g0587300	LOC_Os01g40480	OsGRAM_genes
OsGRAM30	Os04g0644900	LOC_Os04g55220	OsGRAM_genes
OsGRAM31	Os04g0682100	LOC_Os04g58570	OsGRAM_genes
OsGRAM32	Os04g0683800	LOC_Os04g58720	OsGRAM_genes
OsGRAM33	Os04g0691800	LOC_Os04g59520	OsGRAM_genes
OsGRAM34	Os05g0370600	LOC_Os05g30750	OsGRAM_genes
OsGRAM35	Os05g0382000	LOC_Os05g31720	OsGRAM_genes
OsGRAM36	Os05g0429700	LOC_Os05g35480	OsGRAM_genes
OsGRAM37	Os06g0218100	LOC_Os06g11430	OsGRAM_genes
OsGRAM38	Os06g0297800	LOC_Os06g19400	OsGRAM_genes
OsGRAM39	Os06g0607900	LOC_Os06g40570	OsGRAM_genes
OsGRAM4	Os01g0819150|Os01g0819200	LOC_Os01g60340	OsGRAM_genes
OsGRAM40	Os06g0609450	LOC_Os06g40704	OsGRAM_genes
OsGRAM41	Os06g0614000	LOC_Os06g41090	OsGRAM_genes
OsGRAM42	Os06g0638900	LOC_Os06g43190	OsGRAM_genes
OsGRAM43	Os06g0685300	LOC_Os06g47130	OsGRAM_genes
OsGRAM44	Os07g0108400|Os07g0108500	LOC_Os07g01770	OsGRAM_genes
OsGRAM45	Os07g0108500	LOC_Os07g01780	OsGRAM_genes
OsGRAM46	Os07g0165100	LOC_Os07g07070	OsGRAM_genes
OsGRAM47	Os07g0260400	LOC_Os07g15680	OsGRAM_genes
OsGRAM48	Os07g0409100	LOC_Os07g22640	OsGRAM_genes
OsGRAM49	Os07g0483500	LOC_Os07g30020	OsGRAM_genes
OsGRAM5	Os01g0819300	LOC_Os01g60350	OsGRAM_genes
OsGRAM50	Os07g0491600	LOC_Os07g30940	OsGRAM_genes
OsGRAM51	Os07g0500300	LOC_Os07g31720	OsGRAM_genes
OsGRAM52	Os07g0501700	LOC_Os07g31830	OsGRAM_genes
OsGRAM53	Os07g0621300	LOC_Os07g42890	OsGRAM_genes
OsGRAM54	Os08g0300200	LOC_Os08g20544	OsGRAM_genes
OsGRAM55	Os08g0492400	LOC_Os08g38440	OsGRAM_genes
OsGRAM56	Os09g0251800	LOC_Os09g07800	OsGRAM_genes
OsGRAM57	Os09g0466300	LOC_Os09g29120	OsGRAM_genes
OsGRAM58	Os09g0516900	LOC_Os09g34130	OsGRAM_genes
OsGRAM59	Os09g0538800	LOC_Os09g36770	OsGRAM_genes
OsGRAM6	Os01g0841700	LOC_Os01g62430	OsGRAM_genes
OsGRAM60	Os09g0543100	LOC_Os09g37100	OsGRAM_genes
OsGRAM61	Os10g0489000	LOC_Os10g34730	OsGRAM_genes
OsGRAM62	Os10g0524400	LOC_Os10g38060	OsGRAM_genes
OsGRAM63	Os12g0187500	LOC_Os12g08670	OsGRAM_genes
OsGRAM64	Os12g0478200	LOC_Os12g29400	OsGRAM_genes
OsGRAM7	Os01g0951100	LOC_Os01g72230	OsGRAM_genes
OsGRAM8	Os02g0198300	LOC_Os02g10480	OsGRAM_genes
OsGRAM9	Os02g0199800	LOC_Os02g10630	OsGRAM_genes
OsGRL1	Os01g0235900	LOC_Os01g13480	OSGRL
OsGRL10	Os05g0353600	LOC_Os05g28530	OSGRL
OsGRL11	Os05g0471350	LOC_Os05g39450	OSGRL
OsGRL12	Os06g0224200	LOC_Os06g12030	OSGRL
OsGRL13	Os06g0226100	LOC_Os06g12190	OSGRL
OsGRL14	Os07g0159900	LOC_Os07g06600	OSGRL
OsGRL16	Os07g0659900	LOC_Os07g46570	OSGRL
OsGRL17	Os08g0171333	LOC_Os08g07450	OSGRL
OsGRL18	Os08g0554699	LOC_Os08g44070	OSGRL
OsGRL19	Os10g0482900	LOC_Os10g34170	OSGRL
OsGRL2	Os01g0829400	LOC_Os01g61350	OSGRL
OsGRL3	Os02g0102000	LOC_Os02g01200	OSGRL
OsGRL4	Os02g0748800	LOC_Os02g51370	OSGRL
OsGRL5	Os03g0170800	LOC_Os03g07470	OSGRL
OsGRL6	Os03g0356400	LOC_Os03g24030	OSGRL
OsGRL7	Os03g0648800	LOC_Os03g44650	OSGRL
OsGRL8	Os04g0412800	LOC_Os04g33680	OSGRL
OsGRL9	Os04g0641300	LOC_Os04g54860	GRL
OsGTgamma-1	Os02g0542400	LOC_Os02g33770	GT_factor_family
OsGTgamma-2	Os11g0163500	LOC_Os11g06410	GT_factor_family
OsGTgamma-3	Os12g0163500	LOC_Os12g06640	GT_factor_family
Osh359-2	Os11g0674400	LOC_Os11g45050	OSH359
Osh359-3|Osh359-5	Os11g0623800	LOC_Os11g40780	OSH359
OsHAP2I	Os10g0397900	LOC_Os10g25850	HAP
OsHAP2J	Os07g0158500	LOC_Os07g06470	HAP
OsHAP3B	None	None	HAP
OsHAP3J	Os01g0935100	LOC_Os01g70880	HAP
OsHAP5F	Os08g0206500	LOC_Os08g10560	HAP
OsHAP5G	Os04g0683400	LOC_Os04g58680	HAP
OsHCT1	Os04g0500700	LOC_Os04g42250	HCT
OsHCT2	Os02g0611800	LOC_Os02g39850	HCT
OsHCT3	Os06g0184900	LOC_Os06g08580	HCT
OsHCT4	Os06g0185500	LOC_Os06g08640	HCT
OsHDMA701|HDMA701	Os04g0560300	LOC_Os04g47270	OSHDMA
OsHDMA702|HDMA702	Os02g0755200	LOC_Os02g51880	OSHDMA
OsHDMA703|HDMA703	Os08g0143400	LOC_Os08g04780	OSHDMA
OsHIGD1	Os09g0375900	LOC_Os09g20900	hypoxia-responsive_protein_family
OsHIGD2	Os07g0673900	LOC_Os07g47670	hypoxia-responsive_protein_family
OsHIGD3	Os11g0112000	LOC_Os11g02080	hypoxia-responsive_protein_family
OsHIGD4	Os02g0592400	LOC_Os02g37930	hypoxia-responsive_protein_family
OsHIGD5	Os12g0111600	LOC_Os12g02040	hypoxia-responsive_protein_family
OsHIR1	Os08g0398400	LOC_Os08g30790	hypersensitive_induced_reaction_protein
OsHIR2	Os09g0361200	LOC_Os09g19710	hypersensitive_induced_reaction_protein
OsHIR3	Os05g0591900	LOC_Os05g51420	hypersensitive_induced_reaction_protein
OsHIR4	Os06g0136000	LOC_Os06g04460	hypersensitive_induced_reaction_protein
OsHIR5	Os10g0464000	LOC_Os10g32700	hypersensitive_induced_reaction_protein
OsHIR6	Os01g0588400	LOC_Os01g40580	hypersensitive_induced_reaction_protein
OsHIRAL	Os09g0567700	LOC_Os09g39420	histone_chaperones
OsHSP50.2	None	None	HSP
OsHSP58.7	None	None	HSP
OsHSP74.8	None	None	HSP
OsHyPRP01/RCc3	Os02g0662000	LOC_Os02g44310	HyP~GRP
OsHyPRP02	Os02g0662100	LOC_Os02g44320	HyP~GRP
OsHyPRP03	Os03g0103100	LOC_Os03g01300	HyP~GRP
OsHyPRP04	Os03g0103200	LOC_Os03g01300	HyP~GRP
OsHyPRP05/qLTG3-1	Os03g0103300	LOC_Os03g01320	HyP~GRP
OsHyPRP06	Os04g0554500	LOC_Os04g46810	HyP~GRP
OsHyPRP07	Os04g0554600	LOC_Os04g46820	HyP~GRP
OsHyPRP08	Os04g0554800	LOC_Os04g46830	HyP~GRP
OsHyPRP09	Os10g0349300	LOC_Os10g20830	HyP~GRP
OsHyPRP10	Os10g0349400	LOC_Os10g20840	HyP~GRP
OsHyPRP11	Os10g0349600	LOC_Os10g20860	HyP~GRP
OsHyPRP12	Os10g0349900	LOC_Os10g20890	HyP~GRP
OsHyPRP13/RCc2	Os10g0551800	LOC_Os10g40430	HyP~GRP
OsHyPRP14	Os10g0551900	LOC_Os10g40440	HyP~GRP
OsHyPRP15	None	LOC_Os10g40460	HyP~GRP
OsHyPRP16	Os10g0552200	LOC_Os10g40470	HyP~GRP
OsHyPRP17	Os10g0552300	LOC_Os10g40480	HyP~GRP
OsHyPRP18	Os10g0552600	LOC_Os10g40510	HyP~GRP
OsHyPRP19	Os10g0552700	LOC_Os10g40520	HyP~GRP
OsHyPRP20	Os10g0552800	LOC_Os10g40530	HyP~GRP
OsHyPRP21	Os10g0554800	LOC_Os10g40614	HyP~GRP
OsIDD1	Os03g0197800	LOC_Os03g10140	OSIDD
OsIDD10	Os04g0566400	LOC_Os04g47860	OSIDD
OsIDD11	Os01g0572300	LOC_Os01g39110	OSIDD
OsIDD12	Os08g0467100	LOC_Os08g36390	OSIDD
OsIDD13	Os09g0449400	LOC_Os09g27650	OSIDD
OsIDD2	Os01g0195000|Os01g0195066	LOC_Os01g09850	OSIDD
OsIDD3	Os09g0555700	LOC_Os09g38340	OSIDD
OsIDD4	Os02g0672100	LOC_Os02g45054	OSIDD
OsIDD5	Os07g0581366|Os07g0581400	LOC_Os07g39310	OSIDD
OsIDD6	Os08g0554400	LOC_Os08g44050	OSIDD
OsIDD7	Os02g0518500	LOC_Os02g31890	OSIDD
OsIDD8	Os01g0242200	LOC_Os01g14010	OSIDD
OsIDD9	Os01g0935000	LOC_Os01g70870	OSIDD
OsIDHa	Os01g0276100	LOC_Os01g16900	OSIDH
OsIDHc;2	Os02g0595500	LOC_Os02g38200	OSIDH
OsIDI2	Os11g0216900	LOC_Os11g11050	OSIDI
OsIDI4	Os09g0453800	LOC_Os09g28050	OSIDI
OsIMP-1|IMP-1	Os03g0587000	LOC_Os03g39000	OSIMP
OsIMP-2|IMP-2	Os02g0169900	LOC_Os02g07350	OSIMP
OsINT1	Os04g0491700	LOC_Os04g41460	monosaccharide_transporter_genes
OsINT2	Os07g0151200	LOC_Os07g05640	monosaccharide_transporter_genes
OsINT3	Os04g0511400	LOC_Os04g43210	monosaccharide_transporter_genes
OsIOM5	Os07g0633400	LOC_Os07g43970	IQ-Motif_Containing_gene_family
OsIPT1	Os03g0358900	LOC_Os03g24440	IPT
OsIPT10	Os06g0729800	LOC_Os06g51350	IPT
OsIPT3	Os05g0311801	LOC_Os05g24660	IPT
OsIPT6	Os07g0190150	LOC_Os07g09220	IPT
OsIPT9	Os01g0968700	LOC_Os01g73760	IPT
OsIQM1	Os01g0570800	LOC_Os01g38980	IQ-Motif_Containing_gene_family
OsIQM2	Os03g0167200	LOC_Os03g07110	IQ-Motif_Containing_gene_family
OsIQM3	Os03g0374500	LOC_Os03g25760	IQ-Motif_Containing_gene_family
OsIQM4	Os05g0197300	LOC_Os05g10840	IQ-Motif_Containing_gene_family
OsIQM6	Os10g0411500	LOC_Os10g27170	IQ-Motif_Containing_gene_family
OsIQM7	Os11g0151002	LOC_Os11g05340	IQ-Motif_Containing_gene_family
OsIQM8	Os12g0149900	LOC_Os12g05420	IQ-Motif_Containing_gene_family
OsIRL1	Os04g0605300	LOC_Os04g51580	OSIRL
OsIRL2	Os02g0593600	LOC_Os02g38040	OSIRL
OsIRL3	Os04g0476700	LOC_Os04g40080	OSIRL
OsIRL5	Os10g0572300	LOC_Os10g42190	OSIRL
OsIRL6	Os02g0826600	LOC_Os02g58030	OSIRL
OsIRL7	Os03g0212200	LOC_Os03g11360	OSIRL
OsIRL8	Os10g0456200	LOC_Os10g31790	OSIRL
OsjDHN1	Os01g0702450|Os01g0702500	LOC_Os01g50700	dehydrin_gene_family
OsjDHN2	Os02g0669100	LOC_Os02g44870	dehydrin_gene_family
OsjDHN3	Os03g0655400	LOC_Os03g45280	dehydrin_gene_family
OsjDHN4	Os11g0451700	LOC_Os11g26570	dehydrin_gene_family
OsjDHN5	Os11g0453900	LOC_Os11g26750	dehydrin_gene_family
OsjDHN6	Os11g0454000	LOC_Os11g26760	dehydrin_gene_family
OsjDHN7	Os11g0454200	LOC_Os11g26780	dehydrin_gene_family
OsjDHN8	Os11g0454300	LOC_Os11g26790	dehydrin_gene_family
OsJMJ-C1	Os01g0546900	LOC_Os01g36630	jumonjiC_domain_containing_gene_family
OsJMJ-C10	Os05g0196500	LOC_Os05g10770	jumonjiC_domain_containing_gene_family
OsJMJ-C11	Os05g0302300	LOC_Os05g23670	jumonjiC_domain_containing_gene_family
OsJMJ-C12	Os09g0393200	LOC_Os09g22540 	jumonjiC_domain_containing_gene_family
OsJMJ-C13	Os10g0577600	LOC_Os10g42690	jumonjiC_domain_containing_gene_family
OsJMJ-C14	Os11g0572800	LOC_Os11g36450	jumonjiC_domain_containing_gene_family
OsJMJ-C15	Os12g0279100	LOC_Os12g18150	jumonjiC_domain_containing_gene_family
OsJMJ-C2	Os01g0907400	LOC_Os01g67970	jumonjiC_domain_containing_gene_family
OsJMJ-C3	Os02g0696700	LOC_Os02g46930	jumonjiC_domain_containing_gene_family
OsJMJ-C4	Os02g0828900	LOC_Os02g58210	jumonjiC_domain_containing_gene_family
OsJMJ-C5	Os02g0109400|Os02g0109501	LOC_Os02g01940	jumonjiC_domain_containing_gene_family
OsJMJ-C6	Os03g0151300	LOC_Os03g05680	jumonjiC_domain_containing_gene_family
OsJMJ-C7	Os03g0346700	LOC_Os03g22540	jumonjiC_domain_containing_gene_family
OsJMJ-C8	Os03g0389900	LOC_Os03g27250	jumonjiC_domain_containing_gene_family
OsJMJ-C9	Os03g0430100|Os03g0430400	LOC_Os03g31594	jumonjiC_domain_containing_gene_family
OSjRIP1.1	Os01g0160800	LOC_Os01g06740	Ribosome-inactivating_proteins
OSjRIP1.2	Os01g0167400	LOC_Os01g07300	Ribosome-inactivating_proteins
OSjRIP10.1	Os10g0382100	LOC_Os10g24050	Ribosome-inactivating_proteins
OSjRIP10.2	Os10g0570700	LOC_Os10g42060	Ribosome-inactivating_proteins
OSjRIP11.1	Os11g0103900	LOC_Os11g01290	Ribosome-inactivating_proteins
OSjRIP11.2	Os11g0164000	LOC_Os11g06460	Ribosome-inactivating_proteins
OSjRIP11.3	Os11g0164200	LOC_Os11g06490	Ribosome-inactivating_proteins
OSjRIP11.4	None	LOC_Os11g06630	Ribosome-inactivating_proteins
